target_load,code,conv
0.6,0.34525252525252526,0.5427333333333333
0.75,0.2489090909090909,0.44900277777777775
0.85,0.18983333333333335,0.38639444444444443
0.92,0.15373737373737373,0.345075
0.98,0.13374242424242422,0.3110111111111111
