,spearman,spearman,pairwise_accuracy,pairwise_accuracy,mae,mae,mae_log,mae_log,capacity_rps,capacity_rps
,mean,std,mean,std,mean,std,mean,std,mean,std
workload,,,,,,,,,,
code,0.07292781134425719,0.00853825193326663,0.5253516553130358,0.0029079677141596754,18.247289682830647,0.9179145811627075,0.9396006566600204,0.007418458930423866,1.304159983227038,0.02745858489198658
conv,0.38425326460187953,0.007661795847694064,0.6399628980741444,0.0030496979215230108,76.4214018667455,1.105054854944532,0.9897557567975672,0.003627122857169954,1.8687376196596681,0.03345285490634919
