target_load,code,conv
0.6,0.8183410030594306,0.5388648508676095
0.75,0.8595436947861763,0.6337812303649792
0.85,0.8966487796493742,0.7044305964154678
0.92,0.9244710221311103,0.7559146143254256
0.98,0.9480216627626326,0.7983504458340679
